"username--style37","u-dt","bbWrapper"
"CanMerc","Aug 24, 2024","So far this offseason has been about fixing past bad moves…they got rid of Monahan, Schmidt, and now McGroarty…now they need to flip the switch and bring in some actually needed players…2C and top 2/4 RHD.
They also need to move out Iafallo for cap room"
"voyageur","Aug 24, 2024","I think it's easy as fans to say the Jets should get rid of this guy or that guy, to get this guy. 

But the real way a team like the Jets works, that doesn't have any allure for a lot of players, is the family model.

Monahan joined the Jets because Scheif knew him from past hockey experiences, and they hoped that he would spark the team's PP. Toffoli and Monahan, Ottawa 67s. 

Schmidt joined the team because Stastny knew him from Vegas, and recommended him, and even convinced him to waive his NTC to come here, when Chevy needed d-men badly. Stastny only waived his NTC to come here because of past experiences with Wheeler.

Out of the package of Valardi, Kupari and Iafallo in the Dubois trade, I think Iafallo is the only one who knew anyone on this team coming in, as a former teammate of Pionk's and Samberg at UMD.

Then you have to account for players wives, and the role they have...This is a team that by and large is not living the single party life, in a city where they aren't recognized. It's built like a family team.

Occasionally you look outside the circle from someone to bring in, like Nino, when it's a move that helps your hockey team.

Prospects who grow through development camps and the process can become friends off the ice like Nikkanen and Torgersson, Julien and Levis, Ehlers and Laine, or the foundation of the team, Scheif and Morrissey...

Mc Groarty seemed like he would have grown with Lucius through the process, but you win some you lose some. At least it wasn't a distraction like Kane, or Trouba holding out, with a spot already on the team. 

Jets have more than enough Cap space to sign Perfetti, call up prospects with the slightest of injuries, if they don't like a player's game. And make moves during the season when more players become available.

The flip side is this could be a firesale year, with the Cap floor reachable, if things go wrong."
"Buffdog","Aug 24, 2024","Which assets are you willing to part with that have enough value to bring in a 2C or top 4 RHD?

I'm assuming that you want players with term rather than rentals

People talk like Chevy should ""go get guys"" like they're in stock at Costco lol"
"Do or Die","Aug 24, 2024","Frontrunner.."
"","Aug 25, 2024","Can’t disagree with you on this"
"Mud Turtle","Aug 25, 2024","Sip, you have to at least wait until our first loss of the season to complain.
Or at least after the first period of game one.
Or maybe even after our first pre-season loss if you’re feeling really snarky!"
"sipowicz","Aug 26, 2024","Start the tank thread, honed in on Hagens!"
"nobody imp0rtant","Aug 26, 2024","'Cause I'm ready, willing and able
Yes, I'm ready, willing and able"
"","Aug 26, 2024","last year was a miserable year for tank nation but in the words of Monty Python."
"Guardian17","Aug 27, 2024",""
"DRW204","Aug 28, 2024","if true, i had him around Pinto's 3.75Mx2 deal. but if Peretti's camp want 4M+, & the Jets are open to a long-term deal, what's 1-1.5m more to lock him down . obviously not my money , EH contract projections had him in the 5M range - 4M x 2 years, vs 5M long term, i know what what i want to do if i am the Jets. Ultimately depends on what is considered  AAV from Perfetti's POV."
"Bob E","Aug 29, 2024","Wonder if we see a top 6 of:

Perfetti-Scheifele-Vilardi
Connor-Lambert-Ehlers

To start the pre-season. 

If we were too slow against the Avs, try keeping up to that 2nd line."
"DRW204","Aug 29, 2024","And the top line loses its speed even more?
Also doubt Perfetti plays ahead of KC.

Edit: Realize you said to start pre season, I don't think they'd go with for when the games actually matter seem like Names is being talked up to start at 2c . But we'll have to see"
"Buffdog","Aug 29, 2024","Based on Arniel's interview posted a while back, it seemed like CSV is a good bet to start the season"
"KingBogo","Aug 29, 2024","The biggest question for me going into the 24-25 season is where is Lambert in his development. Sending him down to junior late in the 22-23 season now seems to be a stroke of genius by Chevy. By playing with peers he got to feel offense again and then that carried into the 23-24 season with the Moose where he was their top forward. My question is, is his development arc now pointing straight up where he can jump into the NHL and be an effective middle 6 center? Because if he can that changes a lot of the discussion of this team's potential."
"surixon","Aug 29, 2024","They probably should give him a shot as it would give the team more information heading into next offseason when they are going to have to make a large number of roster decisions with all the expiring contracts we have.

Also I'm sick with going with the safe low upside choice. Take a risk for once."
"KingBogo","Aug 29, 2024","Agreed. Lambert may turn out to be one of Chevy's biggest good fortune picks. Getting Rangers 1st round pick in the draft with them making the conference finals and then having a player once considered a likely top 5 pick drop down to 30, where you got him with that pick. For me give the kid an NHL job and lets see what he does with the opportunity. He has followed the organization's prospect plan of a year in the AHL so give him a shot."
"","Aug 29, 2024","I think they'll work him in over the season - 
Keeping in mind, the Jets are a team on a mission to make the PO's - that's the goal more so than launching careers.
Steady as she goes is Chevy's motto - and I don't expect that to change - but's it's fun to dream in the offseason.

What will be more interesting to me is how Perfetti is handled and how much rope he'll get.
Can he hold down a top 6 spot if he slips? If he does, this is a possible landing spot for Lambert - and there's also the possibility of an injury.
And a line of Ehlers / Names / Lambert would be interesting.
Not advocating for this - but it's worth mentions (IMO) with Lambert as an option."
"","Aug 29, 2024","Perfetti-Scheifele-Nino
Connor-Names-Ehlers
Rashevsky-Vilardi-Lambert
Barron-Lowy-Apples"
"KingBogo","Aug 29, 2024","For me there are 2 roster positions being held down by Axel and Kupari that have no barring on our future. I am far from a prospect hawk, but this is the time to introduce your top prospect that has done everything the organization has asked for 2 years with a smile on his face and never a word of complaint. You give him opportunity and let him learn on the job. It is not like he is a raw prospect that hasn't been around professional leagues. IMO the Jets need to start getting a little more aggressive on this front if they hope to add enough talent to support the older core for any type of contention window."
"bustamente","Aug 29, 2024",""
"KingBogo","Aug 29, 2024","Rashevsky is under contract to play in the KHL this season."
"","Aug 29, 2024","Chevy is trying to get him over here."
"KingBogo","Aug 29, 2024","Do you have a link to that, as I've seen nothing to that effect? The KHL season also starts within a week on September 3rd."
"","Aug 29, 2024","I think someone asked him at the draft and he said they were talking to them."
"","Aug 29, 2024","There's no reason they can't land him on the 4th line - and that's likely his route in.
But to get the most from this player, they can't leave him there too long - that's more of what I was referring to (should have expanded a bit on that).

I'd suggest something similar to how KC was handled."
"KingBogo","Aug 29, 2024","There is nothing there. Like I posted the KHL starts up the 1st week of September and he just wrapped up camp with his KHL team. There is no news since a casual comment 2+ months ago. And talking to his agent is likely more to the effect of when he is able to sign a contract in the NHL."
"","Aug 29, 2024","Looks like he is staying there another year."
"KingBogo","Aug 29, 2024","KC is a great example as both Lambert and KC were born in December so our old for their draft year. At the same age in his D +3 season Connor played 76 NHL games with 31 G 26 A 57 P."
"KingBogo","Aug 29, 2024","I looked at that prior to responding to you and even at the beginning of July the report said it is likely he would be back in the KHL this year. Now it is late August and he just went through training camp with his KHL team and his regular season starts in a couple of days. Maybe next season but no chance this season."
"surixon","Aug 29, 2024","My guess is he never comes over."
"Buffdog","Aug 29, 2024","It seemed like Lambert really started developing when he took a step back. Maybe rushing him isn't in his best interest 

That said, it can't hurt to give him a look at the start of the season and if it looks like he isn't thriving, send him back to the Moose and let him dominate there and run Names as 2C"
"voyageur","Aug 29, 2024","I think these kids have to win a job, whether it be Lambert, Chibrikov or Ford...show you can do the job better than the person you are competing with. Otherwise you are ELC depth. I think there are safe vets going into TC that only have to give 50%, but for a guy like Kupari a bad TC could put him on waivers."
"","Aug 29, 2024","Yes, they need to play well - that goes without saying.
But there is hope in the air that a guy like Lambert can jump in fairly quick and progress just as quickly.
Personally, I'm looking for something new and shiny to show up and make it tough for the Jets to ignore - not just a depth pce
Probably wishful thinking more than anything - but we need an injection.


might as well . . ."
"Bob E","Aug 30, 2024","The top line is slower no doubt, but I was thinking of sheltering both Lambert and Perfetti with a couple of vets on their lines. 

I do think they will stick with C-S-V as their #1 line, and have Ehlers and Perfetti on the 2nd line. Names is likely the 2C to start the season, but I'm hopeful they try Lambert there, and if they do, I would think they shelter him with a couple of vets. 

You could move Nino up, to add some size for Lambert too, but I don't see them moving Ehlers down to allow that."
"surixon","Aug 30, 2024","One of the reasons I'd like to see more balanced lines and an offensive 4th line to integrate Brad."
"Weezeric","Aug 30, 2024","Perfetti-Namestnikov-Ehlers
Barron-Lambert-Iafallo

Switch centres half way through the year."
"KingBogo","Aug 30, 2024","I don't know if it is rushing him? D+3 is not really a rush if the player excelled in the AHL in his D+2 season. Sure if he was coming out of junior you want more time, but Lambert was the best forward on our AHL team and was a league all star. Does he really need more grooming at that level? I'll add he is old for his draft class being born in December so in many respects he is closer in age to the draft prior to his."
"voyageur","Aug 30, 2024","There was a comparison to him and Roslovic and I think that's a good one. Both played their first full season in the A at D+2. Roslovic split his time D+3 between Moose, as a C on a line with Petan and Appleton, and the Jets at RW with Little and Perreault mostly, including 10 playoff games.

Getting to the NHL as a winger has fast tracked a few players, most recently Perfetti.

If the Jets are serious about making Lambert a 2C who competes against elite centres in the league, I think there are all kinds of factors to consider: physical maturity first, conditioning, roles (do you want him to work on faceoffs, PK, all the things a good 2C should do? Two way game), and I suppose there is the confidence thing too. You want your young players to succeed...putting them in situations where they may not be able to can adversely affect a player's development. I feel like he's potentially ready for the NHL but I am not sure he's ready to be an NHL 2C. The one thing to consider though is he may not get the mentorship at the NHL level from the same group of players that he could this year...

Really can't say how the organization sees him going into this year, but the last time the Jets had a centre on the team in their d+3 was Andrew Copp, who was already in his first college year when drafted, with a July birthday that separated him by one draft year from Trouba. And that was as a 4C mostly."
"bumblebeeman","Aug 31, 2024","I think the way to develop him into a 2C is to give him a try as the 3C and let him grow. Lowry's line always takes the tough matchups for now, let Lambert play softer matchips with o-zone starts and with great wingers and see if he can take advantage, and at least not be a liability.

So something like:

Connor - Scheif - Ehlers/Vilardi
Nino - Lowry - Appleton
Perfetti - Lambert - Ehlers/Vilardi"
"voyageur","Aug 31, 2024","I think it would be pretty easy for the Jets to roll 4 lines where 2-4 are all in the same ice time range.

KC-Scheif-Valardi
Nino-Lambert-Ehlers
Perfetti-Namestnikov-Iafallo
Barron-Lowry-Appleton

I think that balances out good. But a coach has to look at special teams too and with Monahan gone, unless Barron becomes the 2C on the PK and improves on faceoffs there is a real void in that C position, so I feel like one of Gus or Kupari have a role to win, and Gus is good on the draw and the PK so he probably slides in there somewhere. 

That's where I think the extra development time could help Lambert, but if he's hungry enough, I think this could be the year...maybe he starts on the Moose, and just works his way into the lineup where he can't be taken out of it..."
"","Aug 31, 2024","Looks sharp"
"Guardian17","Saturday at 2:31 PM",""
"kylbaz","Saturday at 2:44 PM","Anyone know a site I could put money on Lambert for Calder? I know it's a long shot."
"B33R LEAGUE","Sunday at 2:23 AM","Anyone Know if Heinola is in the running for the Calder?"
"WolfHouse","Sunday at 5:19 AM","That doesn't look like a manitoba Moose mask...


Wicked mask but the snowflakes are kinda lame"
"Cotton Eye Joe","Monday at 11:49 PM","What's our D gonna look like?
Also, why did we not re-sign Dillon?
Me thinks our D is pretty tiny."
"DannyGallivan","Yesterday at 2:48 PM","Other than Lowry, who do they have to stand up to the bigger teams? It will be a big problem for this team."
"bumblebeeman","Yesterday at 3:07 PM","Jets have the 3rd tallest and 6th heaviest team in the league apparently"
"Buffdog","Yesterday at 3:13 PM","Pretty impressive, considering Stanley and Perfetti cancel out"
"surixon","Yesterday at 3:33 PM","As I have been saying for ages, size isn't an issue and never has been. 

It's lack of talent and mental fortitude."
"KingBogo","Yesterday at 4:26 PM","When have the Jets not stand up for themselves? A lack of team speed cost us in the playoffs not toughness."
"","Yesterday at 4:56 PM","Yep agree this team lacks toughness.
Will it be a problem?
We’re gonna find out."
"DRW204","Yesterday at 5:45 PM","well then doesnt that cancel out? the top line is way slower and will be getting more minutes than the 2nd line. so how does that improve the team speed?"
"Bob E","Yesterday at 5:58 PM","Makes a 2nd line very fast, that another team has to account for. Which d pairing and line do they try to match up against. If all three play fast, harder for other team to win the match up. 

Improving team speed will also come with Salomonsson replacing Pionk in the lineup. And a Freij over Stanley (even Heinola) eventually. Even having Yager in over McGroarty will improve our team speed in future. Want to be a quicker team, draft faster skaters."
"DRW204","Yesterday at 6:01 PM","None that solves your first line lack of speed. 

And none of those prospects are playing a meaningful amount of nhl in 2024-2025 which is this thread's topic."
"Bob E","Yesterday at 7:41 PM","Too early to say a young player like Salomonsson isn’t going to play a meaningful amount in NHL until camp ends and season begins imo. Freij, absolutely, he’s not even coming over and is years away. 

Any line that has Perfetti, won’t be a burner line. But with Scheifele it won’t be pedestrian either. If you want to keep CSV together, then a Perfetti-Lambert-Ehlers line (or with Names) would be faster than a 2nd line with Toffoli and Monahan. You’re sacrificing size for speed."
"KingBogo","Yesterday at 9:14 PM","There is a lot of debate on when to insert young players into the lineup, and I am far from a prospect hawk, but IMO Chevy needs to find a balance here. I'll argue over and over again for the importance of development, but IMO Chevy slow plays the introduction of young players to too great of an extent. I'll take Lambert as an example. He is now going into his D+3 season after a breakout AHL season. This is the same season Schiefele and Connor became regulars. Ehlers and Perfetti a year earlier. Just my opinion, but if you have a prospect ready you need to let him jump to the next level. Sure there will be a few growing pains, but the rewards for exceed the risks IMO."
"surixon","Yesterday at 9:45 PM","I am still wondering what is going to happen with Ehlers. Do we get another double long term signing announcement with him and Cole over the next few days to a week or does he start the season unsigned?

The reason why I think this is important is if he's unsigned I see them dealing him mid season and then inserting Brad in his spot.

If he's inked long term then it's once again fourth line minutes for a prospect and the team doesn't like doing that."
"Whileee","Yesterday at 10:39 PM","I tend to agree. If Lambert shows he's ready then slot him onto RW in the top 9 and move Appleton or Iafallo. With the responsible Lowry and Namestnikov at 2/3 C the Jets can afford to put some offensive sparkle in their middle 6."
"Buffdog","Today at 12:02 AM","To be fair, Chevy has talked about adding youth to the line ups in the past only to have the coach at the time not do so

Going into 2016-17, I know for a fact that Maurice was given an order to play the kids. After that, who knows. Coaches, when given the autonomy, tend to ice the line ups that they think will give them the vest chance to win

TL/DR, I don't think that this is a Chevy issue"
"KingBogo","Today at 5:37 AM","Personally I think we sign Ehlers late in camp similarly to Helle and Scheifele last season. I think Perfetti signs very soon before camp. Saying that I think it should be easy enough to find places to insert Lambert into the lineup where it is not a pure 4th energy line."
"WolfHouse","Today at 6:48 AM","Shouldn't we wait until camp starts to say we are not giving Lambert etc a shot this year haha?"
"KingBogo","Today at 7:16 AM","Why would that be the one thing not speculated on as we wait for camp to start?"
"DannyGallivan","Today at 9:39 AM","Puffed wheat… big, but not tough. Last year you had Dillon and Lowry when things got ugly. We lost half that now.

We have size at forward for puck battles and forechecking. On defense we have Stanley (spot duty with the slowest fists in the league, Samberg (not tough), Morrissey (undersized), Pionk (undersized)…

My point is that Dillon left a hole. He brought an element to the team that will be missed."
"Whileee","52 minutes ago","I'm still not sure how much of the ""slow play"" of prospects is Chevy, and how much is on the coaches. I think it's also a function of where the Jets' management and coaches see the team and its contention window. 

Recall that after the 2015 playoffs (Jets swept by Anaheim) the Jets realized that they didn't have enough talent in their core and needed to spend a couple of seasons transitioning to younger and more talented players. Over the next 3 seasons they traded Ladd and transitioned to younger players (Ehlers/Copp, then Morrissey/Hellebuyck, Connor/Laine, etc.). At the time, Chevy and Maurice were clear that they were transitioning to their youth because they realized the core wasn't good enough.

The big question right now is what Chevy and the coaches think about the potential of this roster. Do they think they can take another run in the next couple of seasons with this core, or do they think they need to add some youth and skill to get to the next level? I think they are much more confident in this core / roster than they were after 2015, which might mean that they slow-play Lambert and some of the youth a bit more than they did in the seasons after 2015. 

I think this will be a pivotal season. If they have another really strong regular season, then I think they'll try again to make a run (which might mean rentals or ""own rentals""). If they look like they aren't really competitive, then I could see them making fundamental changes mid-season or at the TDL to accelerate youth and maybe to change the roster structure (i.e. add a top RD and/or 2C). That might mean trading a core player (Ehlers?) or selling at the TDL (Iafallo, Pionk, Appleton, etc.) to get some draft pick capital for off-season restructuring."
"DRW204","26 minutes ago","So who is coming out of the lineup, not injury related, where Salomonssen plays over 50% of the nhl season in 24-25?

Honestly think your lineup ideas are a bit far fetched."
"DRW204","18 minutes ago","The lineup is better far better now than when scheifele or ehlers started playing. The Jets are a win-now team with Helle (and Scheifele, but mostly Helle imo) still playing at a high level, so they'll continue to go for it while they have elite goaltending - the hardest thing to come by in the league.

10 years ago, Ehlers couldn't play in the AHL and pretty sure anyone who watched QMJHL knew he was done there along with a clear spot on the Jets team in 2015. The Jets center depth when Scheifele broke in was Little and a rag-tag group of players, and still took an injury to Little for his ascension to 1c.

Ladd refused to re sign here same with Frolik so there were openings for players. Although it took Perreault to get hurt for Connor to be a regular in 2017. Then add Laine who was a 2OA pick that was going to play right away in 2016.

Compared to today, essentially the entire Jets fwd group to start last year is back. Don't think any of the current prospects at fwds are comparable to Connor, Ehlers or Laine at similar age or prospect status (I'll defer to others here though). IMO next year will be likely the year for Fwd openings with some potential UFAs"
